"Id","IsDeleted","MasterRecordId","AccountId","Salutation","FirstName","LastName","OtherStreet","OtherCity","OtherState","OtherPostalCode","OtherCountry","OtherLatitude","OtherLongitude","OtherGeocodeAccuracy","MailingStreet","MailingCity","MailingState","MailingPostalCode","MailingCountry","MailingLatitude","MailingLongitude","MailingGeocodeAccuracy","Phone","Fax","MobilePhone","HomePhone","OtherPhone","AssistantPhone","ReportsToId","Email","Title","Department","AssistantName","LeadSource","Birthdate","Description","OwnerId","HasOptedOutOfEmail","HasOptedOutOfFax","DoNotCall","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastCURequestDate","LastCUUpdateDate","EmailBouncedReason","EmailBouncedDate","Jigsaw","JigsawContactId","IndividualId","Activation_Date__c","ActiveLiveAgentUser__c","Active_Customer__c","Age__c","Customer_Code__c","Customer_Number__c","Customer_Relationship_Type__c","Customer_Tenure__c","Customer_Type__c","Deceased__c","Employment_Status__c","ExternalId__c","Foreigner__c","Gender__c","Household_Income__c","Joined_By_Channel__c","Last_Date_As_Primary_Customer__c","New_Customer__c","Primary_Address__c","Primary_Customer__c","Province_Code__c","Resident_Of_Bank_Country__c","Segment__c","Spouse_Of_Employee__c","test__c","Customer_Region__c","Race__c","Industry__c","Debt_Service__c","Home_Branch_Location__c","Parent_Legal_Entity__c","Total_Bank_Deposits__c","Total_Financial_Accounts__c","Total_Outstanding_Credit_Primary_Owner__c","Total_Won_Opportunities__c","CSAT__c","Delinquent_Status__c","Customer_Category__c","Segment_Type__c","Premier_Customer__c","Churn_Score__c","DC_Pred__c","DC_Pred2__c"
"003B000000HY3n3IAD","0","","000000000000000AAA","","Olivia","Stevenson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2013-01-08 00:00:00","0","0","27.0","","1116478","Inactive","30.0","Primary","0","Unknown","0034P00002UgtDQQAZ","0","Male","","KHE","","0","1","1","11.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3n4IAD","0","","001B000001LFjPDIA1","","Alexa","Johnson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2013-06-20 00:00:00","0","1","32.0","","1137951","Active","25.0","Primary","0","Unknown","0034P00002Uh53gQAB","0","Female","78199.95","KFC","","0","1","1","28.0","1","College","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3n5IAD","0","","000000000000000AAA","","Jim","Ovid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2010-08-12 00:00:00","0","0","62.0","","888467","Inactive","59.0","Primary","0","Unknown","0034P00002UiNaDQAV","0","Male","323454.63","KAT","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3n6IAD","0","","000000000000000AAA","","Bob","Huber","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2014-07-18 00:00:00","0","0","26.0","","1271731","Inactive","12.0","Primary","0","Unknown","0034P00002UgzIpQAJ","1","Female","207471.21","KHE","","0","1","1","43.0","1","College","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3n7IAD","0","","000000000000000AAA","","Will","Stetson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2015-09-15 00:00:00","0","0","20.0","","1450172","Active","0.0","Primary","0","Unknown","0034P00002UjjCuQAJ","0","Female","41466.96","","","1","1","1","3.0","1","","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3n8IAD","0","","000000000000000AAA","","Stephanie","Martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2022-04-01 20:31:50","","","","","","","","000000000000000AAA","2016-04-27 00:00:00","0","0","60.0","","1547837","Active","0.0","Primary","0","Unknown","0034P00002Uk1VyQAJ","1","Male","","","","1","1","1","8.0","1","","0","","","","","","","","","","","","","","","","","","42.0",""
"003B000000HY3n9IAD","0","","000000000000000AAA","","Heidi","Gundarssen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2002-01-16 00:00:00","0","0","41.0","","316336","Inactive","162.0","Primary","0","Unknown","0034P00002Uhu29QAB","0","Female","175947.27","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nAIAT","0","","000000000000000AAA","","Bob","Ralfsdottir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2001-10-01 00:00:00","0","1","48.0","","276809","Active","166.0","Primary","0","Unknown","0034P00002UhI7RQAV","0","Male","105137.7","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nBIAT","0","","000000000000000AAA","","Jane","Roth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2014-10-06 00:00:00","0","1","42.0","","1326213","Active","9.0","Primary","0","Unknown","0034P00002Ug2XsQAJ","0","Male","77597.79","KFC","","0","1","1","8.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nCIAT","0","","001B000001LFjPDIA1","","Alexa","Johnson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2011-09-19 00:00:00","0","1","23.0","","945166","Active","46.0","Primary","0","Unknown","0034P00002Uhu6AQAR","0","Male","","KHD","","0","1","1","36.0","1","College","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nDIAT","0","","001B000001L6FuKIAV","","Alex","David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2011-03-10 00:00:00","0","1","63.0","","906390","Active","52.0","Primary","0","Unknown","0034P00002UhSXTQA3","0","Female","213717.96","KFC","","0","1","1","8.0","1","Individual","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nEIAT","0","","000000000000000AAA","","Davina","Sanchez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2012-07-24 00:00:00","0","0","25.0","","1030217","Inactive","36.0","Primary","0","Unknown","0034P00002Ugl3jQAB","0","Male","83637.45","KHE","","0","1","1","8.0","1","College","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nFIAT","0","","001B000001LFj9wIAD","","Adam","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2003-11-18 00:00:00","0","1","36.0","","445262","Active","140.0","Primary","0","Unknown","0034P00002Ui89uQAB","0","Female","152357.67","KEY","","0","1","1","26.0","1","Individual","0","","","","Hospitality","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nGIAT","0","","000000000000000AAA","","Sarah","David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","1997-11-10 00:00:00","0","1","78.0","","75898","Active","212.0","Primary","0","Unknown","0034P00002Uh4myQAB","0","Male","175024.98","KAT","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nHIAT","0","","001B000001L6FuKIAV","","Alex","Stetson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2002-04-23 00:00:00","0","0","45.0","","353876","Inactive","159.0","Primary","0","Unknown","0034P00002Uh0CIQAZ","0","Female","529385.73","KFC","","0","1","1","28.0","1","Individual","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nIIAT","0","","000000000000000AAA","","Karen","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","1995-09-07 00:00:00","0","1","59.0","","21987","Active","238.0","Primary","0","Unknown","0034P00002UiEapQAF","0","Female","90916.8","KAT","","0","1","1","28.0","1","VIP","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nJIAT","0","","001B000001LFjPDIA1","","Alexa","Gundarssen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2009-02-24 00:00:00","0","0","39.0","","836039","Inactive","77.0","Primary","0","Unknown","0034P00002UjE4yQAF","1","Female","184418.76","KFD","","0","1","1","28.0","1","Individual","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nKIAT","0","","000000000000000AAA","","Jiminy","David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2014-01-13 00:00:00","0","0","29.0","","1237786","Inactive","18.0","Primary","0","Unknown","0034P00002UiTSuQAN","0","Male","","KFC","","0","1","1","35.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nLIAT","0","","000000000000000AAA","","Davina","Gundarssen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2006-09-13 00:00:00","0","1","47.0","","641234","Active","106.0","Primary","0","Unknown","0034P00002Uh5KLQAZ","0","Female","291526.23","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nMIAT","0","","000000000000000AAA","","Barbara","Trivedi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:55","005B0000006Mf6rIAC","2021-03-03 22:44:56","","","","","","","","000000000000000AAA","2001-06-12 00:00:00","0","0","62.0","","252847","Active","93.0","Primary","0","Unknown","0034P00002UijdMQAR","0","Female","68104.47","","","0","1","1","45.0","1","","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nNIAT","0","","000000000000000AAA","","Jane","Jones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2001-04-19 00:00:00","0","1","55.0","","241055","Active","171.0","Primary","0","Unknown","0034P00002Ui3zPQAR","0","Female","69907.65","KAT","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nOIAT","0","","000000000000000AAA","","Karen","Ovid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2007-11-08 00:00:00","0","0","39.0","","731312","Inactive","92.0","Primary","0","Unknown","0034P00002UiI4BQAV","0","Female","69720.33","KAT","","0","1","1","23.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nPIAT","0","","000000000000000AAA","","Karen","Stetson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2007-08-04 00:00:00","0","1","39.0","","708770","Active","95.0","Primary","0","Unknown","0034P00002UhSfDQAV","0","Female","","KCI","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nQIAT","0","","000000000000000AAA","","Barbara","Troy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2021-03-03 22:44:57","005B0000006Mf6rIAC","2021-03-03 22:44:57","","","","","","","","000000000000000AAA","1999-01-14 00:00:00","0","0","51.0","","100994","Inactive","198.0","Primary","0","Unknown","0034P00002UicqOQAR","0","Female","","KAT","","0","1","1","22.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nRIAT","0","","000000000000000AAA","","Will","Cho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2015-09-30 00:00:00","0","0","21.0","","1465750","Active","0.0","Primary","0","Unknown","0034P00002Ujt6bQAB","0","Female","","","","1","1","1","46.0","1","","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nSIAT","0","","000000000000000AAA","","Timothy","Rodriguez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2007-06-15 00:00:00","0","0","50.0","","697504","Inactive","97.0","Primary","0","Unknown","0034P00002Uh4QNQAZ","0","Female","148409.34","KAT","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nTIAT","0","","000000000000000AAA","","Will","Jansen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2014-06-26 00:00:00","0","1","59.0","","1265689","Active","13.0","Primary","0","Unknown","0034P00002UgrdoQAB","0","Male","109402.5","KAT","","0","1","1","8.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nUIAT","0","","000000000000000AAA","","Jane","Davis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2013-07-23 00:00:00","0","0","22.0","","1145554","Inactive","24.0","Primary","0","Unknown","0034P00002UipepQAB","0","Female","161253.6","KHE","","0","1","1","8.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nVIAT","0","","000000000000000AAA","","Jane","Jaiswal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:39","005B0000006Mf6rIAC","2020-07-16 20:55:40","","","","","","","","000000000000000AAA","2013-10-25 00:00:00","0","1","22.0","","1208607","Inactive","21.0","Primary","0","Unknown","0034P00002UgYNLQA3","0","Male","","KHE","","0","1","1","30.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nWIAT","0","","000000000000000AAA","","Zineb","Rodriguez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2011-08-03 00:00:00","0","1","24.0","","927801","Active","47.0","Primary","0","Unknown","0034P00002UgVMxQAN","0","Male","","KHE","","0","1","1","47.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nXIAT","0","","000000000000000AAA","","Heidi","Blette","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2014-11-05 00:00:00","0","0","20.0","","1349113","Inactive","8.0","Primary","0","Unknown","0034P00002UitU3QAJ","0","Male","189696.87","KHE","","0","1","1","11.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nYIAT","0","","000000000000000AAA","","John","Martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2003-01-22 00:00:00","0","0","73.0","","402592","Active","150.0","Primary","0","Unknown","0034P00002Uih0ZQAR","0","Female","","KAT","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nZIAT","0","","001B000001L6FuKIAV","","Alice","Singh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2021-03-03 22:44:57","005B0000006Mf6rIAC","2021-03-03 22:44:57","","","","","","","","000000000000000AAA","2012-10-25 00:00:00","0","0","34.0","","1088725","Inactive","33.0","Primary","0","Unknown","0034P00002Ugh8aQAB","0","Female","36682.2","KHE","","0","1","1","36.0","1","Individual","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3naIAD","0","","001B000001L6FdJIAV","","Alice","Johnson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2021-03-03 22:44:57","005B0000006Mf6rIAC","2021-03-03 22:44:57","","","","","","","","000000000000000AAA","2013-09-11 00:00:00","0","1","22.0","","1174421","Active","22.0","Primary","0","Unknown","0034P00002UgkdsQAB","0","Male","91039.11","KHE","","0","1","1","15.0","1","College","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nbIAD","0","","000000000000000AAA","","Rasmus","Roth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2011-09-01 00:00:00","0","0","32.0","","937641","Inactive","46.0","Primary","0","Unknown","0034P00002UiZC2QAN","0","Female","45768.36","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3ncIAD","0","","000000000000000AAA","","Karen","Smith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2013-02-25 00:00:00","0","0","41.0","","1122803","Inactive","29.0","Primary","0","Unknown","0034P00002UipKkQAJ","0","Female","79032.15","KFC","","0","1","1","28.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3ndIAD","0","","000000000000000AAA","","Jane","Tremaine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2003-10-13 00:00:00","0","0","70.0","","439588","Inactive","141.0","Primary","0","Unknown","0034P00002Uhcv7QAB","0","Male","","KAT","","0","1","1","35.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3neIAD","0","","000000000000000AAA","","Jane","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2006-07-23 00:00:00","0","0","67.0","","628985","Inactive","108.0","Primary","0","Unknown","0034P00002UiKvsQAF","0","Female","","KFC","","0","1","1","29.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nfIAD","0","","000000000000000AAA","","Will","Ralfsdottir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2015-08-01 00:00:00","0","0","20.0","","1424334","Active","1.0","Primary","0","Unknown","0034P00002UhIYBQA3","0","Female","195147.3","","","1","1","1","8.0","1","","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3ngIAD","0","","000000000000000AAA","","Will","Vela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2013-01-07 00:00:00","0","0","23.0","","1116207","Inactive","30.0","Primary","0","Unknown","0034P00002UgrTtQAJ","0","Male","54763.35","KHE","","0","1","1","41.0","1","College","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nhIAD","0","","000000000000000AAA","","Hugh","Tran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","1996-07-09 00:00:00","0","1","56.0","","42914","Active","228.0","Primary","0","Unknown","0034P00002UhWaGQAV","0","Female","373009.32","KAT","","0","1","1","28.0","1","VIP","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3niIAD","0","","001B000001L6YtpIAF","","David","Kumar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2021-03-03 22:44:57","005B0000006Mf6rIAC","2021-03-03 22:44:57","","","","","","","","000000000000000AAA","2012-11-19 00:00:00","0","0","22.0","","1102479","Inactive","32.0","Primary","0","Unknown","0034P00002UgncHQAR","1","Male","237958.53","KHE","","0","1","1","8.0","1","College","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3njIAD","0","","000000000000000AAA","","Jim","Ovid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2008-07-22 00:00:00","0","0","85.0","","780704","Inactive","84.0","Primary","0","Unknown","0034P00002UikHNQAZ","0","Male","","KFL","","0","1","1","20.0","1","Individual","0","","","","","","","","","","","","","","","","","","",""
"003B000000HY3nkIAD","0","","000000000000000AAA","","Barbara","Roth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2021-03-03 22:44:57","005B0000006Mf6rIAC","2021-03-03 22:44:57","","","","","","","","000000000000000AAA","1996-10-16 00:00:00","0","0","51.0","","47227","Active","225.0","Primary","0","Unknown","0034P00002UidQGQAZ","0","Male","76227.3","KAT","","0","1","1","8.0","1","Individual","0","","","","","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nlIAD","0","","001B000001LFj9xIAD","","David","David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2021-03-03 22:44:57","005B0000006Mf6rIAC","2021-03-03 22:44:57","","","","","","","","000000000000000AAA","2013-11-26 00:00:00","0","0","25.0","","1225521","Inactive","20.0","Primary","0","Unknown","0034P00002UgSSLQA3","0","Male","117524.67","KHE","","0","1","1","28.0","1","College","0","","","","Finance","","","0","","","","","","0","Personal Banking","Personal","","","",""
"003B000000HY3nmIAD","0","","000000000000000AAA","","Rasmus","Enriquez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005B0000006Mf6rIAC","0","0","0","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","005B0000006Mf6rIAC","2020-07-16 20:55:41","","","","","","","","000000000000000AAA","2015-09-29 00:00:00","0","0","24.0","","1464189","Active","0.0","Primary","0","Unknown","0034P00002UjxF3QAJ","0","Female","","","","1","1","1","41.0","1","","0","","","","","","","","","","","","","","","","","","",""
